iter	Logloss
274	0.3641247736
275	0.3638720976
276	0.3637129629
277	0.3636263807
278	0.3635077048
279	0.3633101622
280	0.3629990835
281	0.3627147067
282	0.362504299
283	0.3623647822
284	0.362156718
285	0.3618728362
286	0.3617907285
287	0.3615799238
288	0.3613953223
289	0.3613381577
290	0.3611085035
291	0.3610152239
292	0.360762964
293	0.3605593029
294	0.3604078312
295	0.3602314522
296	0.3600659865
297	0.3598556238
298	0.3595906265
299	0.3594662879
300	0.3593765459
301	0.3592064541
302	0.3590691272
303	0.3589238081
304	0.3587645115
305	0.3585307454
306	0.3584310249
307	0.3583121178
308	0.3581871996
309	0.3579550523
310	0.357805518
311	0.3577426179
312	0.3575560987
313	0.3574385735
314	0.3573313714
315	0.3570987124
316	0.3569064023
317	0.3568665227
318	0.3566940548
319	0.3566468563
320	0.3564618655
321	0.3560512691
322	0.3559309911
323	0.3558004604
324	0.3556689744
325	0.3555522806
326	0.3554558268
327	0.355305594
328	0.3551699966
329	0.3549057607
330	0.3547108677
331	0.3545819382
332	0.3544656371
333	0.3543526457
334	0.3542253433
335	0.3539860506
336	0.3538637324
337	0.3537012134
338	0.3536102501
339	0.3533800135
340	0.3532244162
341	0.3531669765
342	0.352831293
343	0.35270117
344	0.3525884846
345	0.3525092805
346	0.3524156724
347	0.3521944336
348	0.3519216842
349	0.351827183
350	0.3516225844
351	0.3513869932
352	0.3512172397
353	0.3511240059
354	0.3509690987
355	0.3509128697
356	0.3507562863
357	0.3506326078
358	0.3504980215
359	0.3504306845
360	0.3503996446
361	0.3502120121
362	0.3499591576
363	0.3498369433
364	0.3496695855
365	0.3495075609
366	0.349374079
367	0.349269068
368	0.3492664701
369	0.3490694559
370	0.3489001477
371	0.3487998994
372	0.3486888115
373	0.3484857693
374	0.3483236917
375	0.3481651361
376	0.3480831455
377	0.3479662249
378	0.347957595
379	0.3478557373
380	0.3476305371
381	0.3473848514
382	0.3472858819
383	0.3471295753
384	0.3469857036
385	0.3468741818
386	0.3467175149
387	0.3465742525
388	0.3462966053
389	0.3461339424
390	0.3459728863
391	0.3458995955
392	0.3458464413
393	0.3456954652
394	0.3456236872
395	0.3454503666
396	0.3453992648
397	0.3452944866
398	0.3452320282
399	0.3451198648
400	0.345009373
401	0.3449011457
402	0.3448434743
403	0.3447189902
404	0.344591306
405	0.3444439337
406	0.3443632543
407	0.3442860945
408	0.3440631316
409	0.3439480131
410	0.3438072528
411	0.3436471547
412	0.3435721011
413	0.3434487575
414	0.3434357272
415	0.343292989
416	0.3431547368
417	0.3430756138
418	0.3430071978
419	0.3428932842
420	0.3426972527
421	0.3425618802
422	0.3424711066
423	0.3424331076
424	0.3422381438
425	0.3421444811
426	0.3420820777
427	0.3419636454
428	0.3419149467
429	0.3417762245
430	0.3416726632
431	0.3415781147
432	0.3413794916
433	0.3412044484
434	0.3411221799
435	0.3408990408
436	0.3408241863
437	0.3407255613
438	0.3406228706
439	0.3405907589
440	0.3404158603
441	0.3402520611
442	0.3400669988
443	0.3397867508
444	0.3395606126
445	0.3395429777
446	0.3393778377
447	0.3391830615
448	0.3389632458
449	0.3388723986
450	0.3388233748
451	0.3387503717
452	0.3386998805
453	0.3386002094
454	0.3384931777
455	0.3383821456
456	0.3382580689
457	0.3380779611
458	0.337953912
459	0.3378947317
460	0.3377143269
461	0.3375992981
462	0.337438564
463	0.3373647159
464	0.3373240944
465	0.337202652
466	0.3369495503
467	0.3367177545
468	0.3365326363
469	0.3364725817
470	0.3363520802
471	0.3362808643
472	0.3361125723
473	0.3359578803
474	0.3358325248
475	0.3357045086
476	0.3356059167
477	0.3354221241
478	0.3353821123
479	0.335265768
480	0.3351467381
481	0.3350015617
482	0.3349286778
483	0.3348748138
484	0.3347282793
485	0.3345670403
486	0.3345147724
487	0.334335885
488	0.3341353439
489	0.3339561409
490	0.3337986346
491	0.3337197706
492	0.3336997222
493	0.3335664922
494	0.3334975027
495	0.3333980563
496	0.3332558386
497	0.3331215812
498	0.3329779783
499	0.3324790319
500	0.3323776883
501	0.3323010867
502	0.3321775195
503	0.3320433945
504	0.3319567005
505	0.3318624356
506	0.3317705067
507	0.3317576736
508	0.331668655
509	0.3315861651
510	0.3315466889
511	0.3314035625
512	0.3312980336
513	0.3312143885
514	0.3311245865
515	0.3308879486
516	0.3306649799
517	0.3305791689
518	0.3304056341
519	0.3302143711
520	0.3301061348
521	0.3300169928
522	0.3298664125
523	0.3296946847
524	0.3294911512
525	0.3294115224
526	0.3293155627
527	0.3292004551
528	0.3291101138
529	0.3290223615
530	0.3288815444
531	0.3287280111
532	0.3286136054
533	0.3286032011
534	0.3283905586
535	0.3283000781
536	0.3282066842
537	0.3281414316
538	0.328109456
539	0.3279804092
540	0.3278112481
541	0.3277327928
542	0.3275589533
543	0.3275195944
544	0.3273978558
545	0.327195789
546	0.3269650752
547	0.3267662799
548	0.3266414098
549	0.3265501509
550	0.3264592161
551	0.3263808797
552	0.3261954573
553	0.3260267792
554	0.3259340301
555	0.3258749039
556	0.3256836164
557	0.3256572635
558	0.3255898763
559	0.3255555419
560	0.3254858235
561	0.3254548032
562	0.3253019961
563	0.3252291947
564	0.3251727464
565	0.3250583471
566	0.3248165242
567	0.3246386616
568	0.3243862649
569	0.3243737211
570	0.3241430205
571	0.3240968042
572	0.3239900116
573	0.3239233244
574	0.3239089368
575	0.3238869551
576	0.3237866316
577	0.3237365232
578	0.3235539403
579	0.3234016641
580	0.3233151179
581	0.3232444275
582	0.3230799886
583	0.3228845354
584	0.3226974012
585	0.3225516023
586	0.3224528134
587	0.3223674863
588	0.3222915002
589	0.3221453215
590	0.3218904008
591	0.3217889799
592	0.3216336478
593	0.3215914751
594	0.3215694409
595	0.3214478112
596	0.3212480055
597	0.321154018
598	0.3210143378
599	0.3209050125
600	0.3207645687
601	0.3207033387
602	0.3206647872
603	0.3205337359
604	0.3204469684
605	0.3203978315
606	0.3203509931
607	0.320169555
608	0.3200635693
609	0.3199774332
610	0.3199282878
611	0.3198015686
612	0.3197337679
613	0.3196412356
614	0.3194221343
615	0.3192968354
616	0.3192195515
617	0.3191569075
618	0.31905696
619	0.3190125358
620	0.3186126636
621	0.3184408394
622	0.3181798937
623	0.3180808491
624	0.317933959
625	0.3178185214
626	0.3176323421
627	0.3175961053
628	0.3175222135
629	0.3174282058
630	0.3173611366
631	0.3173541067
632	0.3172610044
633	0.3170529934
634	0.3169605683
635	0.3169225751
636	0.3166539111
637	0.316549236
638	0.3163380843
639	0.3161205626
640	0.3160472508
641	0.3160187185
642	0.3159097283
643	0.3157138525
644	0.3155682961
645	0.3154621329
646	0.3152918666
647	0.3151376889
648	0.3149199088
649	0.3147782839
650	0.3147306379
651	0.3145366112
652	0.3144957558
653	0.3144144347
654	0.3142573295
655	0.3141676679
656	0.3141072115
657	0.314041006
658	0.3140347591
659	0.3139038331
660	0.3137810475
661	0.313696491
662	0.3135832507
663	0.3134784925
664	0.3133877809
665	0.3132007492
666	0.3130544028
667	0.3130441744
668	0.3129420386
669	0.3129122315
670	0.3127257496
671	0.3125684268
672	0.3124565098
673	0.3122652344
674	0.3121614639
675	0.3120652321
676	0.3118710866
677	0.3117964269
678	0.3117050572
679	0.3115764932
680	0.3114511279
681	0.311369096
682	0.3113217929
683	0.3111343447
684	0.3110047759
685	0.3108235535
686	0.3107024849
687	0.3105372724
688	0.3104415612
689	0.3104288278
690	0.3103646556
691	0.3103235259
692	0.3102189422
693	0.3100693707
694	0.3099106965
695	0.3098331086
696	0.3098081142
697	0.3096648944
698	0.3095918567
699	0.3094762104
700	0.3093333525
701	0.3092667574
702	0.3092393966
703	0.3090003248
704	0.3089081891
705	0.3087846894
706	0.3086535294
707	0.3085496402
708	0.3084863018
709	0.3083828971
710	0.3082238907
711	0.3081224052
712	0.3080785944
713	0.3080159726
714	0.3079567881
715	0.3077950985
716	0.3076474186
717	0.3076388556
718	0.3073800207
719	0.3073075522
720	0.3072567905
721	0.307180818
722	0.3071132878
723	0.3070823961
724	0.3069918229
725	0.3069760928
726	0.3068839373
727	0.3068187549
728	0.3067369576
729	0.3066500399
730	0.3065245285
731	0.3063535207
732	0.3063090529
733	0.3062088033
734	0.3061444906
735	0.3061276698
736	0.3060854968
737	0.305939327
738	0.3059017576
739	0.3057300871
740	0.3056997687
741	0.3055957883
742	0.3054756222
743	0.3054162082
744	0.3053146762
745	0.3051699306
746	0.3050915092
747	0.3048800645
748	0.3048542277
749	0.3047757192
750	0.3046977362
751	0.3046382363
752	0.304451997
753	0.3042826513
754	0.3041198361
755	0.3040428049
756	0.3039705842
757	0.3038865597
758	0.3037020602
759	0.3036219543
760	0.303434666
761	0.3033459932
762	0.3032498948
763	0.3031709501
764	0.3030236437
765	0.3029613094
766	0.3028888322
767	0.3026891118
768	0.3026010905
769	0.3024990037
770	0.3023777639
771	0.3023294829
772	0.3022580684
773	0.3020069736
774	0.3018920838
775	0.301831198
776	0.3017542198
777	0.3016932847
778	0.301656315
779	0.3015482666
780	0.3014818565
781	0.3013628473
782	0.3012820972
783	0.3011591438
784	0.3010982135
785	0.3010561854
786	0.3009561366
787	0.3008729773
788	0.3008081561
789	0.3007306067
790	0.3006092361
791	0.3005141768
792	0.3004216075
793	0.3003803778
794	0.3002953376
795	0.3001721112
796	0.3000370027
797	0.2999730209
798	0.2999370525
799	0.299792596
800	0.2997397001
801	0.2996797808
802	0.2995146824
803	0.2992750831
804	0.2991976052
805	0.2990826029
806	0.2989252524
807	0.2987688862
808	0.2986311505
809	0.2985311536
810	0.2984788548
811	0.2983202522
812	0.2982936491
813	0.2982342653
814	0.2981637677
815	0.2980618396
816	0.2979778085
817	0.2978233678
818	0.2977584448
819	0.2975642003
820	0.2974491271
821	0.2974088821
822	0.297288744
823	0.2972044699
824	0.2969996129
825	0.2968003911
826	0.2967073706
827	0.2966067183
828	0.2963803456
829	0.296367285
830	0.2961579816
831	0.2960720694
832	0.2959688619
833	0.295840917
834	0.2957462197
835	0.295480678
836	0.295370016
837	0.2952618433
838	0.2951806366
839	0.2951479499
840	0.2949921379
841	0.2949624436
842	0.2947776725
843	0.2946731147
844	0.294614098
845	0.2945367362
846	0.2944475966
847	0.2944243692
848	0.2943146754
849	0.2942992808
850	0.2941195678
851	0.2939605662
852	0.2939154363
853	0.2938612848
854	0.2938506574
855	0.2936647305
856	0.293431903
857	0.2933335048
858	0.2931332725
859	0.292993575
860	0.2929370672
861	0.2928578202
862	0.2927196801
863	0.2925520307
864	0.2924674654
865	0.2924191041
866	0.2921788535
867	0.2920858519
868	0.2920039131
869	0.2919349366
870	0.2918358562
871	0.2917679509
872	0.2915171401
873	0.2914513094
874	0.2912784557
875	0.2912316585
876	0.2911537557
877	0.2910670963
878	0.2910150499
879	0.2908995728
880	0.2907065168
881	0.2905732904
882	0.2905065493
883	0.2903787218
884	0.2903081063
885	0.290225497
886	0.2900531137
887	0.2898986974
888	0.289769718
889	0.289696781
890	0.2896843286
891	0.2895909677
892	0.2894807713
893	0.289377381
894	0.2892596713
895	0.2892154468
896	0.2891664686
897	0.2890706433
898	0.2889793867
899	0.2889060346
900	0.2888091048
901	0.2887576696
902	0.2886164032
903	0.2885357451
904	0.2883686196
905	0.2883112697
906	0.2882301868
907	0.2880826785
908	0.2879691782
909	0.2879552545
910	0.287859607
911	0.2876577961
912	0.2875908619
913	0.2875302682
914	0.287436661
915	0.2873628829
916	0.2872757892
917	0.2870077862
918	0.2869230637
919	0.2868886039
920	0.2868086541
921	0.2867610259
922	0.2866781081
923	0.2865587709
924	0.2863023584
925	0.2860838123
926	0.2859818881
927	0.2859268349
928	0.2857588073
929	0.2856988506
930	0.2856797381
931	0.2855981379
932	0.2855420824
933	0.285519602
934	0.2854154829
935	0.285388963
936	0.285333864
937	0.2852626409
938	0.2850863686
939	0.2849624362
940	0.284874712
941	0.2847992939
942	0.2847025836
943	0.2846633546
944	0.2844726201
945	0.2843424996
946	0.2843231471
947	0.284108988
948	0.2840023486
949	0.2838611455
950	0.2837698189
951	0.2836827406
952	0.2836474111
953	0.2835006417
954	0.2834188814
955	0.2833618607
956	0.2833164953
957	0.2832564339
958	0.2831878485
959	0.2831336647
960	0.2829752509
961	0.2829092385
962	0.2828401267
963	0.2827307182
964	0.2826125235
965	0.2825231781
966	0.2824345529
967	0.2823218445
968	0.2822176865
969	0.2821645206
970	0.2820580052
971	0.2819485826
972	0.2817157317
973	0.281671741
974	0.2815626852
975	0.2814671825
976	0.2813772944
977	0.2811082378
978	0.2809507683
979	0.2807739422
980	0.2806730056
981	0.2805876809
982	0.2805418482
983	0.2803675643
984	0.280178579
985	0.2800802913
986	0.2800085828
987	0.2799142316
988	0.2798610028
989	0.279808136
990	0.2797109191
991	0.2794625586
992	0.2792737776
993	0.2791770377
994	0.2791255675
995	0.2790605583
996	0.2790071759
997	0.2789483878
998	0.2788317948
999	0.2787362348
